"campaign","observer","site","transect","species","intercept_cm"
"1997","AHB","Washing Machine",1,"Pocillopora damicornis",10
"1997","AHB","Washing Machine",1,"Pocillopora others",6
"1997","AHB","Washing Machine",1,"Porites",5
"1997","AHB","Washing Machine",1,"Stylophora pistillata",30
"1997","AHB","Washing Machine",2,"Acropora other",178
"1997","AHB","Washing Machine",2,"Acropora tabular",47
"1997","AHB","Washing Machine",2,"Faviidae",28
"1997","AHB","Washing Machine",2,"Isopora",44
"1997","AHB","Washing Machine",2,"Montipora",15
"1997","AHB","Washing Machine",2,"Mussidae",8
"1997","AHB","Washing Machine",2,"Stylophora pistillata",14
"1997","AHB","Washing Machine",3,"Acropora other",34
"1997","AHB","Washing Machine",3,"Acropora tabular",209
"1997","AHB","Washing Machine",3,"Isopora",7
"1997","AHB","Washing Machine",3,"Pocillopora others",35
"1997","AHB","Washing Machine",3,"Porites",16
"1997","AHB","Washing Machine",3,"Seriatopora hystrix",8
"1997","AHB","Washing Machine",3,"Stylophora pistillata",8
"1997","AHB","Washing Machine",4,"Acropora other",266
"1997","AHB","Washing Machine",4,"Acropora tabular",110
"1997","AHB","Washing Machine",4,"Faviidae",12
"1997","AHB","Washing Machine",4,"Isopora",4
"1997","AHB","Washing Machine",4,"Porites",11
"1997","AHB","Washing Machine",4,"Stylophora pistillata",3
"1997","AHB","Washing Machine",5,"Acropora other",168
"1997","AHB","Washing Machine",5,"Acropora tabular",253
"1997","AHB","Washing Machine",5,"Stylophora pistillata",32
"1997","AHB","Washing Machine",6,"Acropora other",112
"1997","AHB","Washing Machine",6,"Acropora tabular",297
"1997","AHB","Washing Machine",6,"Faviidae",45
"1997","AHB","Washing Machine",6,"Mussidae",6
"1997","AHB","Washing Machine",6,"other hard coral",5
"1997","AHB","Washing Machine",7,"Acropora other",59
"1997","AHB","Washing Machine",7,"Acropora tabular",64
"1997","AHB","Washing Machine",7,"Faviidae",41
"1997","AHB","Washing Machine",7,"Porites",6
"1997","AHB","Washing Machine",7,"Stylophora pistillata",37
"2011","ahb","North Reef",1,"Acropora hyacinthus",60
"2011","ahb","North Reef",1,"Acropora hyacinthus",25
"2011","ahb","North Reef",1,"Acropora hyacinthus",35
"2011","ahb","North Reef",1,"Acropora hyacinthus",85
"2011","ahb","North Reef",1,"Acropora hyacinthus",22
"2011","ahb","North Reef",1,"Acropora hyacinthus",15
"2011","ahb","North Reef",1,"Acropora valida",6
"2011","ahb","North Reef",1,"Acropora cytherea",139
"2011","ahb","North Reef",1,"Sinularia spp",14
"2011","ahb","North Reef",1,"Montipora verrucosa",22
"2011","ahb","North Reef",1,"Dipsastraea pallida",8
"2011","ahb","North Reef",1,"Pocillopora verrucosa",12
"2011","ahb","North Reef",2,"Acropora hyacinthus",62
"2011","ahb","North Reef",2,"Acropora hyacinthus",46
"2011","ahb","North Reef",2,"Acropora hyacinthus",77
"2011","ahb","North Reef",2,"Acropora hyacinthus",45
"2011","ahb","North Reef",2,"Acropora hyacinthus",24
"2011","ahb","North Reef",2,"Acropora valida",18
"2011","ahb","North Reef",2,"Acropora florida",35
"2011","ahb","North Reef",2,"Acropora humilis",10
"2011","ahb","North Reef",2,"Pocillopora eydouxi",15
"2011","ahb","North Reef",2,"Acropora fat_digitifera",10
"2011","ahb","North Reef",2,"Montipora peltiformis",12
"2011","ahb","North Reef",3,"Acropora hyacinthus",35
"2011","ahb","North Reef",3,"Acropora hyacinthus",71
"2011","ahb","North Reef",3,"Acropora hyacinthus",40
"2011","ahb","North Reef",3,"Pocillopora verrucosa",8
"2011","ahb","North Reef",3,"Acropora florida",50
"2011","ahb","North Reef",3,"Pocillopora eydouxi",12
"2011","ahb","North Reef",3,"Pocillopora eydouxi",35
"2011","ahb","North Reef",3,"Acropora nasuta",10
"2011","ahb","North Reef",3,"Acropora spathulata",12
"2011","ahb","North Reef",3,"Acropora intermedia",6
"2011","ahb","North Reef",3,"Montipora foveolata",31
"2011","ahb","North Reef",4,"Acropora hyacinthus",15
"2011","ahb","North Reef",4,"Acropora hyacinthus",10
"2011","ahb","North Reef",4,"Sinularia spp",10
"2011","ahb","North Reef",4,"Dipsastraea pallida",7
"2011","ahb","North Reef",4,"Pocillopora verrucosa",18
"2011","ahb","North Reef",4,"Acropora secale",22
"2011","ahb","North Reef",4,"Porites massive",25
"2011","ahb","North Reef",5,"Acropora hyacinthus",30
"2011","ahb","North Reef",5,"Acropora hyacinthus",30
"2011","ahb","North Reef",5,"Acropora hyacinthus",35
"2011","ahb","North Reef",5,"Dipsastraea pallida",11
"2011","ahb","North Reef",5,"Acropora valida",21
"2011","ahb","North Reef",5,"Acropora valida",17
"2011","ahb","North Reef",5,"Pocillopora eydouxi",30
"2011","ahb","North Reef",5,"Acropora fat_digitifera",18
"2011","ahb","North Reef",5,"Porites massive",16
"2011","ahb","North Reef",5,"Porites massive",21
"2011","ahb","North Reef",5,"Montipora monasteriata",35
"2011","ahb","North Reef",5,"Goniastrea pectinata",21
"2011","ahb","North Reef",6,"Acropora hyacinthus",22
"2011","ahb","North Reef",6,"Acropora hyacinthus",12
"2011","ahb","North Reef",6,"Acropora humilis",13
"2011","ahb","North Reef",6,"Acropora humilis",5
"2011","ahb","North Reef",6,"Pocillopora eydouxi",15
"2011","ahb","North Reef",6,"Acropora spathulata",8
"2011","ahb","North Reef",6,"Acropora spathulata",18
"2011","ahb","North Reef",6,"Acropora spathulata",26
"2011","ahb","North Reef",6,"Pocillopora damicornis",16
"2011","ahb","North Reef",6,"Acropora gemmifera",35
"2011","ahb","North Reef",7,"Acropora hyacinthus",18
"2011","ahb","North Reef",7,"Acropora hyacinthus",41
"2011","ahb","North Reef",7,"Acropora hyacinthus",45
"2011","ahb","North Reef",7,"Acropora hyacinthus",41
"2011","ahb","North Reef",7,"Acropora hyacinthus",32
"2011","ahb","North Reef",7,"Acropora hyacinthus",14
"2011","ahb","North Reef",7,"Acropora hyacinthus",10
"2011","ahb","North Reef",7,"Acropora cytherea",30
"2011","ahb","North Reef",7,"Dipsastraea pallida",11
"2011","ahb","North Reef",7,"Pocillopora verrucosa",11
"2011","ahb","North Reef",7,"Pocillopora verrucosa",8
"2011","ahb","North Reef",7,"Acropora valida",13
"2011","ahb","North Reef",7,"Acropora humilis",20
"2011","ahb","North Reef",7,"Acropora fat_digitifera",12
"2011","ahb","North Reef",7,"Acropora spathulata",21
"2011","ahb","North Reef",7,"Acropora spathulata",14
"2011","ahb","North Reef",7,"Montipora informis",8
"2011","ahb","North Reef",7,"Acropora secale",11
"2011","ahb","Lizard Head",1,"Acropora muricata",12
"2011","ahb","Lizard Head",1,"Isopora palifera",6
"2011","ahb","Lizard Head",1,"Pocillopora verrucosa",8
"2011","ahb","Lizard Head",1,"Pocillopora verrucosa",5
"2011","ahb","Lizard Head",1,"Pocillopora verrucosa",12
"2011","ahb","Lizard Head",1,"Sarcophytum spp",11
"2011","ahb","Lizard Head",1,"Sarcophytum spp",8
"2011","ahb","Lizard Head",1,"Montipora monasteriata",8
"2011","ahb","Lizard Head",1,"Montipora monasteriata",6
"2011","ahb","Lizard Head",1,"Acropora monticulosa",15
"2011","ahb","Lizard Head",1,"Acropora fat_digitifera",14
"2011","ahb","Lizard Head",1,"Millepora spp",18
"2011","ahb","Lizard Head",1,"Sinularia spp",5
"2011","ahb","Lizard Head",1,"Sinularia spp",27
"2011","ahb","Lizard Head",1,"Acropora humilis",18
"2011","ahb","Lizard Head",2,"Acropora fat_digitifera",6
"2011","ahb","Lizard Head",2,"Sinularia spp",310
"2011","ahb","Lizard Head",2,"Acropora spathulata",25
"2011","ahb","Lizard Head",2,"Acropora gemmifera",17
"2011","ahb","Lizard Head",2,"Acropora gemmifera",8
"2011","ahb","Lizard Head",2,"Pocillopora eydouxi",12
"2011","ahb","Lizard Head",2,"Favites halicora",8
"2011","ahb","Lizard Head",3,"Isopora palifera",12
"2011","ahb","Lizard Head",3,"Pocillopora verrucosa",13
"2011","ahb","Lizard Head",3,"Pocillopora verrucosa",11
"2011","ahb","Lizard Head",3,"Acropora monticulosa",42
"2011","ahb","Lizard Head",3,"Acropora monticulosa",30
"2011","ahb","Lizard Head",3,"Favites halicora",10
"2011","ahb","Lizard Head",3,"Dipsastraea matthaii",16
"2011","ahb","Lizard Head",3,"Porites massive",10
"2011","ahb","Lizard Head",3,"Porites massive",8
"2011","ahb","Lizard Head",4,"Acropora muricata",8
"2011","ahb","Lizard Head",4,"Isopora palifera",22
"2011","ahb","Lizard Head",4,"Pocillopora verrucosa",8
"2011","ahb","Lizard Head",4,"Sarcophytum spp",16
"2011","ahb","Lizard Head",4,"Acropora fat_digitifera",11
"2011","ahb","Lizard Head",4,"Acropora fat_digitifera",14
"2011","ahb","Lizard Head",4,"Acropora fat_digitifera",9
"2011","ahb","Lizard Head",4,"Acropora fat_digitifera",6
"2011","ahb","Lizard Head",4,"Acropora humilis",6
"2011","ahb","Lizard Head",4,"Pocillopora eydouxi",11
"2011","ahb","Lizard Head",4,"Pocillopora eydouxi",41
"2011","ahb","Lizard Head",4,"Pocillopora eydouxi",25
"2011","ahb","Lizard Head",4,"Pocillopora damicornis",5
"2011","ahb","Lizard Head",4,"Acropora valida",8
"2011","ahb","Lizard Head",5,"Montipora monasteriata",12
"2011","ahb","Lizard Head",5,"Acropora fat_digitifera",8
"2011","ahb","Lizard Head",5,"Acropora fat_digitifera",12
"2011","ahb","Lizard Head",5,"Sinularia spp",35
"2011","ahb","Lizard Head",5,"Pocillopora eydouxi",40
"2011","ahb","Lizard Head",5,"Pocillopora eydouxi",15
"2011","ahb","Lizard Head",5,"Pocillopora eydouxi",22
"2011","ahb","Lizard Head",5,"Porites massive",8
"2011","ahb","Lizard Head",5,"Pocillopora damicornis",11
"2011","ahb","Lizard Head",5,"Dipsastraea pallida",6
"2011","ahb","Lizard Head",5,"Goniastrea edwardsi",10
"2011","ahb","Lizard Head",5,"Acropora nasuta",8
"2011","ahb","Lizard Head",5,"Acropora gemmifera",9
"2011","ahb","Lizard Head",6,"Pocillopora verrucosa",12
"2011","ahb","Lizard Head",6,"Pocillopora verrucosa",15
"2011","ahb","Lizard Head",6,"Pocillopora verrucosa",18
"2011","ahb","Lizard Head",6,"Pocillopora verrucosa",8
"2011","ahb","Lizard Head",6,"Acropora fat_digitifera",13
"2011","ahb","Lizard Head",6,"Sinularia spp",8
"2011","ahb","Lizard Head",6,"Dipsastraea matthaii",12
"2011","ahb","Lizard Head",6,"Pocillopora damicornis",8
"2011","ahb","Lizard Head",6,"Acropora valida",10
"2011","ahb","Lizard Head",6,"Acropora gemmifera",21
"2011","ahb","Lizard Head",6,"Acropora hyacinthus",45
"2011","ahb","Lizard Head",6,"Montipora foveolata",16
"2011","ahb","Trimodal",1,"Acropora hyacinthus",25
"2011","ahb","Trimodal",1,"Acropora hyacinthus",21
"2011","ahb","Trimodal",1,"Acropora hyacinthus",35
"2011","ahb","Trimodal",1,"Isopora palifera",9
"2011","ahb","Trimodal",1,"Isopora palifera",8
"2011","ahb","Trimodal",1,"Isopora palifera",14
"2011","ahb","Trimodal",1,"Isopora palifera",18
"2011","ahb","Trimodal",1,"Isopora palifera",8
"2011","ahb","Trimodal",1,"Favites halicora",10
"2011","ahb","Trimodal",1,"Goniastrea retiformis",8
"2011","ahb","Trimodal",1,"Goniastrea retiformis",10
"2011","ahb","Trimodal",1,"Sinularia spp",32
"2011","ahb","Trimodal",1,"Sinularia spp",20
"2011","ahb","Trimodal",1,"Sinularia spp",15
"2011","ahb","Trimodal",1,"Sarcophytum spp",18
"2011","ahb","Trimodal",1,"Acropora fat_digitifera",11
"2011","ahb","Trimodal",1,"Acropora fat_digitifera",10
"2011","ahb","Trimodal",1,"Acropora fat_digitifera",15
"2011","ahb","Trimodal",1,"Porites massive",8
"2011","ahb","Trimodal",1,"Acropora intermedia",95
"2011","ahb","Trimodal",1,"Turbinaria stellulata",19
"2011","ahb","Trimodal",1,"Acropora tall_monticulosa",16
"2011","ahb","Trimodal",2,"Acropora hyacinthus",55
"2011","ahb","Trimodal",2,"Acropora hyacinthus",35
"2011","ahb","Trimodal",2,"Acropora hyacinthus",18
"2011","ahb","Trimodal",2,"Isopora palifera",6
"2011","ahb","Trimodal",2,"Isopora palifera",15
"2011","ahb","Trimodal",2,"Isopora palifera",10
"2011","ahb","Trimodal",2,"Isopora palifera",10
"2011","ahb","Trimodal",2,"Isopora palifera",12
"2011","ahb","Trimodal",2,"Goniastrea retiformis",5
"2011","ahb","Trimodal",2,"Acropora fat_digitifera",20
"2011","ahb","Trimodal",2,"Acropora fat_digitifera",12
"2011","ahb","Trimodal",2,"Acropora intermedia",30
"2011","ahb","Trimodal",2,"Acropora millepora",9
"2011","ahb","Trimodal",2,"Acropora nasuta",16
"2011","ahb","Trimodal",2,"Pocillopora damicornis",2
"2011","ahb","Trimodal",2,"Echinopora lamellosa",6
"2011","ahb","Trimodal",2,"Acropora valida",10
"2011","ahb","Trimodal",2,"Montipora grisea",22
"2011","ahb","Trimodal",2,"Montipora grisea",5
"2011","ahb","Trimodal",2,"Millepora spp",6
"2011","ahb","Trimodal",2,"Acropora humilis",10
"2011","ahb","Trimodal",2,"Acropora humilis",6
"2011","ahb","Trimodal",2,"Platygyra daedalea",5
"2011","ahb","Trimodal",2,"Astrea curta",8
"2011","ahb","Trimodal",3,"Acropora hyacinthus",30
"2011","ahb","Trimodal",3,"Acropora hyacinthus",24
"2011","ahb","Trimodal",3,"Isopora palifera",13
"2011","ahb","Trimodal",3,"Isopora palifera",6
"2011","ahb","Trimodal",3,"Isopora palifera",6
"2011","ahb","Trimodal",3,"Isopora palifera",5
"2011","ahb","Trimodal",3,"Isopora palifera",12
"2011","ahb","Trimodal",3,"Favites halicora",6
"2011","ahb","Trimodal",3,"Sarcophytum spp",26
"2011","ahb","Trimodal",3,"Sarcophytum spp",10
"2011","ahb","Trimodal",3,"Sarcophytum spp",9
"2011","ahb","Trimodal",3,"Sarcophytum spp",10
"2011","ahb","Trimodal",3,"Sarcophytum spp",12
"2011","ahb","Trimodal",3,"Sarcophytum spp",9
"2011","ahb","Trimodal",3,"Acropora fat_digitifera",11
"2011","ahb","Trimodal",3,"Acropora fat_digitifera",13
"2011","ahb","Trimodal",3,"Acropora fat_digitifera",12
"2011","ahb","Trimodal",3,"Acropora fat_digitifera",25
"2011","ahb","Trimodal",3,"Acropora nasuta",12
"2011","ahb","Trimodal",3,"Pocillopora damicornis",21
"2011","ahb","Trimodal",3,"Platygyra daedalea",16
"2011","ahb","Trimodal",3,"Lobophytum spp",11
"2011","ahb","Trimodal",3,"Goniastrea edwardsi",18
"2011","ahb","Trimodal",3,"Dipsastraea rotundata",16
"2011","ahb","Trimodal",3,"Pocillopora verrucosa",19
"2011","ahb","Trimodal",3,"Pocillopora verrucosa",13
"2011","ahb","Trimodal",3,"Favites abdita",9
"2011","ahb","Trimodal",4,"Acropora hyacinthus",19
"2011","ahb","Trimodal",4,"Acropora hyacinthus",11
"2011","ahb","Trimodal",4,"Acropora hyacinthus",15
"2011","ahb","Trimodal",4,"Acropora hyacinthus",12
"2011","ahb","Trimodal",4,"Acropora hyacinthus",52
"2011","ahb","Trimodal",4,"Acropora hyacinthus",25
"2011","ahb","Trimodal",4,"Isopora palifera",15
"2011","ahb","Trimodal",4,"Isopora palifera",6
"2011","ahb","Trimodal",4,"Isopora palifera",21
"2011","ahb","Trimodal",4,"Isopora palifera",10
"2011","ahb","Trimodal",4,"Isopora palifera",11
"2011","ahb","Trimodal",4,"Isopora palifera",6
"2011","ahb","Trimodal",4,"Isopora palifera",8
"2011","ahb","Trimodal",4,"Isopora palifera",10
"2011","ahb","Trimodal",4,"Isopora palifera",13
"2011","ahb","Trimodal",4,"Isopora palifera",6
"2011","ahb","Trimodal",4,"Isopora palifera",39
"2011","ahb","Trimodal",4,"Goniastrea retiformis",21
"2011","ahb","Trimodal",4,"Goniastrea retiformis",9
"2011","ahb","Trimodal",4,"Acropora fat_digitifera",24
"2011","ahb","Trimodal",4,"Acropora fat_digitifera",10
"2011","ahb","Trimodal",4,"Acropora fat_digitifera",13
"2011","ahb","Trimodal",4,"Porites massive",12
"2011","ahb","Trimodal",4,"Acropora gemmifera",18
"2011","ahb","Trimodal",4,"Pocillopora damicornis",21
"2011","ahb","Trimodal",4,"Pocillopora damicornis",10
"2011","ahb","Trimodal",4,"Pocillopora damicornis",12
"2011","ahb","Trimodal",4,"Pocillopora verrucosa",10
"2011","ahb","Trimodal",4,"Stylophora pistillata",6
"2011","ahb","Trimodal",4,"Cyphastrea microphthalma",8
"2011","ahb","Trimodal",4,"Acropora monticulosa",35
"2011","ahb","Trimodal",4,"Pocillopora eydouxi",35
"2011","ahb","Trimodal",5,"Acropora hyacinthus",13
"2011","ahb","Trimodal",5,"Acropora hyacinthus",20
"2011","ahb","Trimodal",5,"Isopora palifera",11
"2011","ahb","Trimodal",5,"Isopora palifera",8
"2011","ahb","Trimodal",5,"Isopora palifera",13
"2011","ahb","Trimodal",5,"Favites halicora",9
"2011","ahb","Trimodal",5,"Goniastrea retiformis",8
"2011","ahb","Trimodal",5,"Goniastrea retiformis",11
"2011","ahb","Trimodal",5,"Acropora fat_digitifera",26
"2011","ahb","Trimodal",5,"Acropora fat_digitifera",18
"2011","ahb","Trimodal",5,"Acropora fat_digitifera",8
"2011","ahb","Trimodal",5,"Acropora fat_digitifera",12
